Organism	Scaffold	Start	End	Score	WP_020634191.1	WP_020634193.1	WP_020634194.1	WP_020634195.1	WP_020634196.1	WP_020634197.1	WP_020634198.1	WP_020634199.1	WP_020634200.1	WP_020634201.1	WP_020634202.1	WP_020634203.1	WP_143267610.1
GCF_038630405.1	NZ_CP152030.1	1643624	1645953	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050630085.1	NZ_JBNTPV010000010.1	105318	110121	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_050630085.1	NZ_JBNTPV010000002.1	226040	229905	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050630085.1	NZ_JBNTPV010000011.1	53403	58206	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_050464645.1	NZ_JBCMSA010000018.1	95328	99193	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025917685.1	NZ_CP089518.1	1237487	1241352	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530895.1	NZ_JBFDUB010000001.1	2319776	2323641	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050627835.1	NZ_JBNTLO010000003.1	108918	112783	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025516145.1	NZ_JAOPQS010000003.1	200498	204363	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017357905.1	NZ_CP065159.1	2502305	2507225	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051472655.1	NZ_CP195800.1	605253	610173	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031883715.1	NZ_CP134775.1	1636335	1641255	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780805.1	NZ_JBPWIL010000003.1	430184	434049	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030222645.1	NZ_JAPNPJ010000012.1	87267	91132	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030222645.1	NZ_JAPNPJ010000015.1	97974	102777	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_040719955.1	NZ_JAUKEF010000004.1	282008	287391	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001278705.1	NZ_CP012600.1	180456	186923	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_034651445.1	NZ_JAYEFF010000004.1	243233	247059	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_015620945.1	NZ_JADNYT010000009.1	110632	114497	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002025395.1	NZ_MVKD01000010.1	67596	71461	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_040965335.1	NZ_JBFSEW010000007.1	18747	23667	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052259025.1	NZ_JBQQFD010000003.1	684250	688115	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_015846035.1	NZ_LDKE01000068.1	173729	177594	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051916265.1	NZ_JBQAGH010000003.1	392518	396383	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710685.1	NZ_JAQFNN010000013.1	8257	12122	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710685.1	NZ_JAQFNN010000016.1	48171	52974	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_036851295.1	NZ_JAFLOI010000001.1	1246170	1250035	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_011524325.1	NZ_WTKO01000099.1	42853	45187	1137.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_976996315.1	NZ_CDRLLC010000001.1	428514	433463	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_976996315.1	NZ_CDRLLC010000001.1	1284126	1287991	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031324335.1	NZ_JAVIVN010000015.1	580237	584102	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000987825.1	NZ_CP011346.1	600584	605504	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002560415.1	NZ_NTRH01000092.1	3379	8328	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000821085.1	NZ_CCXR01000001.1	1091574	1097831	1393.0000	0	0	0	0	1	0	0	0	0	1	0	0	0
GCF_002550645.1	NZ_NVMH01000022.1	191112	194977	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022458695.1	NZ_JAKGBO010000006.1	11868	15733	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036212305.1	NZ_JARMDJ010000017.1	101735	105561	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030544925.1	NZ_CP130608.1	598378	603298	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050629805.1	NZ_JBNTPI010000004.1	235013	238878	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209925.1	NZ_JARLYT010000002.1	220972	224837	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031317465.1	NZ_VLYD01000003.1	472021	475886	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_034555015.1	NZ_JAXUFL010000009.1	19115	24038	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016484445.1	NZ_JABUNV010000011.1	35718	39583	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900094685.1	NZ_FMBI01000024.1	232501	236366	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_019037445.1	NZ_JAHHYB010000001.1	729549	731878	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_005217805.1	NZ_SZOD01000780.1	13067	16932	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036962665.1	NZ_JBALON010000279.1	5954	14717	1816.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_050280125.1	NZ_JBNNUW010000003.1	207068	209515	1284.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036966865.1	NZ_JBALSF010000011.1	756	3085	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914505.1	NZ_JBQACX010000004.1	55217	59082	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002803495.1	NZ_PHQY01000612.1	67172	69368	1345.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030222665.1	NZ_JAPNPE010000001.1	1003589	1007454	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030222665.1	NZ_JAPNPE010000011.1	76136	80939	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_036851755.1	NZ_JAFLPG010000001.1	1301580	1305445	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036851755.1	NZ_JAFLPG010000002.1	96570	101373	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_053850125.1	NZ_JBSQAD010000004.1	683576	687441	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002976395.1	NZ_PCNX01000003.1	470770	474635	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915985.1	NZ_JBQAFT010000006.1	231373	235238	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036222875.1	NZ_JARTIT010000003.1	225781	228110	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038629965.1	NZ_CP152026.1	1600013	1602342	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022221165.1	NZ_CP076198.1	1218568	1222433	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044767005.1	NZ_JBIWNB010000003.1	225428	227757	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000291295.1	NZ_JH791996.1	3862168	3866033	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025517715.1	NZ_JAOPRP010000002.1	249435	253300	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003668575.1	NZ_RCVZ01000008.1	105352	111228	1443.0000	0	0	0	0	1	2	0	0	0	0	0	0	0
GCF_008042305.1	NZ_QKQR01000013.1	116237	120102	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047444815.1	NZ_JBLFHU010000001.1	1194328	1198193	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_042884815.1	NZ_JBHVTE010000008.1	66376	70241	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018128845.1	NZ_JAAZTR010000002.1	90276	92605	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026275445.2	NZ_JAPJTU020000002.1	11868	15733	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033841975.1	NZ_JAWXWK010000003.1	110047	113912	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044909255.1	NZ_JBIYEE010000001.1	2778859	2781188	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049902135.1	NZ_CP094420.1	1180391	1184256	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001901235.1	NZ_MPOL01000016.1	26326	30191	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036246025.1	NZ_BLEU01000002.1	472815	476680	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050464045.1	NZ_JBCMRL010000013.1	797415	801280	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053592795.2	NZ_CM137753.1	1578195	1580524	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_013131655.1	NZ_VFLN01000007.1	18971	23891	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710885.1	NZ_JAQFNT010000017.1	75584	79449	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002569595.1	NZ_NVFZ01000040.1	76158	80023	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530795.1	NZ_JBFDTZ010000003.1	543518	547383	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782985.1	NZ_JBPWMH010000005.1	183023	186888	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_004330405.1	NZ_SJQB01000055.1	13237	17102	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915405.1	NZ_JBQAEQ010000002.1	198343	202208	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036620835.1	NZ_JAZICL010000061.1	9433	13298	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044762045.1	NZ_JBIWDN010000007.1	108797	115169	1640.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_050628405.1	NZ_JBNTMR010000009.1	109805	113670	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009669055.1	NZ_RXZK01000230.1	2658	6523	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001591565.1	NZ_BCVD01000080.1	2673	5011	1160.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022220625.1	NZ_CP076154.1	1219611	1223476	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002589695.1	NZ_NUUP01000033.1	90746	94611	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915665.1	NZ_JBQAFD010000001.1	371450	375315	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_034105455.1	NZ_JAXGFL010000001.1	236190	240055	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002525685.1	NZ_NRIW01000009.1	35915	39780	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054765735.1	NZ_BAAIBZ010000003.1	50763	54628	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002150025.1	NZ_NCLG01000002.1	109135	113000	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915425.1	NZ_JBQAER010000001.1	353699	357564	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002556915.1	NZ_NUAU01000011.1	176268	180133	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030732025.2	NZ_JAROBZ020000001.1	1807526	1812987	1521.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_050630165.1	NZ_JBNTQB010000014.1	93536	98339	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_050630165.1	NZ_JBNTQB010000002.1	225977	229842	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044755845.1	NZ_JBIVRU010000001.1	163876	169520	1405.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_038008145.1	NZ_JBBOYO010000001.1	2666925	2670790	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054766975.1	NZ_BAAIAT010000004.1	176037	179902	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046221325.1	NZ_JBJYFF010000002.1	443532	447397	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002572145.1	NZ_NVJV01000016.1	210551	214416	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_056336365.1	NZ_JBWGTQ010000091.1	200502	204367	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783305.1	NZ_JBPWMX010000008.1	55111	58976	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047291555.1	NZ_JBLBSI010000007.1	134730	138595	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036620845.1	NZ_JAZICI010000047.1	35879	39744	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038024175.1	NZ_CP150648.1	4518611	4522476	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026786965.1	NZ_JAKRQK010000001.1	385128	387457	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782385.1	NZ_JBPWLD010000007.1	36044	39909	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036246085.1	NZ_BLEX01000004.1	471801	475666	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814055.1	NZ_JAGJCR010000017.1	4813	8678	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031316875.1	NZ_VKPG01000002.1	251174	255039	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001541985.1	NZ_LRPH01000096.1	13934	17799	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051779545.1	NZ_JBPWGB010000003.1	235262	239127	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036851275.1	NZ_JAFLOH010000001.1	1292876	1296741	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782105.1	NZ_JBPWKP010000008.1	36044	39909	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000399145.1	NZ_KB976279.1	359003	362868	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_012972765.1	NZ_JABDIA010000004.1	215377	217706	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049057025.1	NZ_JARJBQ010000002.1	111199	115064	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_024712785.1	NZ_JAMXJP010000001.1	3968793	3972658	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051779225.1	NZ_JBPWFK010000002.1	476646	480511	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000293545.1	NZ_JH804629.1	1011170	1015035	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211145.1	NZ_JARMBB010000007.1	156446	160311	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051964135.1	NZ_JBQCNM010000002.1	266568	268897	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000832785.1	NZ_CP009598.1	3641286	3645151	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050107455.1	NZ_JBNILA010000004.1	183766	187631	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046591615.1	NZ_JAWVNL010000006.1	182078	184407	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780625.1	NZ_JBPWIB010000001.1	1182653	1186518	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780625.1	NZ_JBPWIB010000010.1	73148	77951	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_037965155.1	NZ_CP150182.1	1628028	1630357	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050188665.1	NZ_JBNMRU010000130.1	127384	131249	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018740945.1	NZ_CP036040.1	1246947	1250812	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050628265.1	NZ_JBNTMJ010000003.1	234913	238778	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002975175.1	NZ_PCNZ01000001.1	518971	522836	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041531075.1	NZ_JBFDUI010000007.1	151777	155642	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009872905.1	NZ_WUCX01000072.1	365074	368939	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915505.1	NZ_JBQAEV010000004.1	384107	387972	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050563305.1	NZ_JBNXSM010000001.1	627952	631817	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780745.1	NZ_JBPWII010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000746925.1	NZ_JMQC01000008.1	3537144	3541009	1271.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018741285.1	NZ_CP036070.1	1203465	1207330	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530955.1	NZ_JBFDUC010000003.1	243566	247431	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018739525.1	NZ_CP036004.1	3881821	3885686	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_977007635.1	NZ_CDRMVQ010000001.1	1274333	1278198	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025519075.1	NZ_JAOPTM010000052.1	18754	22619	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053903235.1	NZ_CP096476.1	1651461	1653790	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009831485.1	NZ_VTZL01000003.1	460085	463950	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780205.1	NZ_JBPWHH010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048054765.1	NZ_JAYKZW010000011.1	36384	40249	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035801815.1	NZ_JARLCH010000020.1	18925	22790	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_015845385.1	NZ_LDHL01000015.1	1711751	1715616	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030268125.1	NZ_BSEI01000003.1	247066	249401	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_040719875.1	NZ_JAUKEI010000002.1	746781	752164	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_043541695.1	NZ_CP027994.1	18085	24743	2307.0000	0	0	0	1	1	1	0	0	0	0	0	0	0
GCF_002571225.1	NZ_NVEC01000065.1	20980	24845	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211035.1	NZ_JARMAU010000002.1	430917	434782	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_019037685.1	NZ_JAHHYL010000004.1	191867	194196	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050629385.1	NZ_JBNTON010000010.1	118123	121988	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915815.1	NZ_JBQAFL010000005.1	376569	380434	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_918189065.1	NZ_CAKJWM010000010.1	215498	219363	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047468785.1	NZ_JBLGTT010000004.1	489624	493489	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209665.1	NZ_JARLYH010000012.1	158005	161870	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002585905.1	NZ_NUOX01000008.1	207546	211411	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050463985.1	NZ_JBCMRK010000010.1	119890	123755	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209155.1	NZ_JARLXJ010000010.1	271130	274995	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530655.1	NZ_JBFDTW010000005.1	169291	173156	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001936375.1	NZ_CP018903.1	1219242	1223107	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_042270255.1	NZ_JBHJZJ010000004.1	11962	15827	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_019801565.1	NZ_JAHVIU010000005.1	253888	258808	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030756675.1	NZ_JAVBXD010000031.1	2951	5289	1160.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033436885.1	NZ_JAWQGA010000001.1	465368	470751	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027716405.1	NZ_JAQFUQ010000005.1	108263	112128	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783445.1	NZ_JBPWND010000007.1	55112	58977	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051963955.1	NZ_JBQCNQ010000001.1	724307	726636	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051916905.1	NZ_JBQAHN010000001.1	340778	344643	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046763985.1	NZ_JBKOHK010000002.1	170934	174799	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_039822645.1	NZ_JBDKWY010000004.1	18746	24129	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050468865.1	NZ_JBCNRL010000031.1	60573	64438	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_007672275.1	NZ_VDUR01000003.1	524381	528246	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900094655.1	NZ_FMAK01000024.1	82431	86296	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_037120975.1	NZ_JBBAGP010000003.1	364299	368164	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038005585.1	NZ_JBBOTL010000001.1	1304004	1307869	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003382325.1	NZ_QTLC01000004.1	41602	46906	1616.0000	0	0	0	0	2	0	0	0	0	1	0	0	0
GCF_048285595.1	NZ_JBLWBB010000013.1	169817	173682	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814005.1	NZ_JAGJDR010000003.1	460135	464000	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048053935.1	NZ_JAETVW010000001.1	512936	516801	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048013385.1	NZ_CP182170.1	588104	593024	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_024919115.1	NZ_CP103777.1	1264728	1268593	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025753775.1	NZ_JAOWLZ010000038.1	18321	22186	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003400345.1	NZ_QURA01000002.1	161145	165010	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052947675.1	NZ_CM129594.1	5068556	5072421	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027713705.1	NZ_JAQFRF010000005.1	110934	114799	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027713705.1	NZ_JAQFRF010000011.1	43143	47946	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_018283675.1	NZ_JAGVRK010000001.1	704693	711610	1226.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_018751995.1	NZ_CP071811.1	1248218	1252083	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022637375.2	NZ_CP093325.1	4287017	4290882	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_040797035.1	NZ_JBFNPL010000012.1	11868	15733	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780685.1	NZ_JBPWIF010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022221105.1	NZ_CP076190.1	1219777	1223642	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001990245.1	NZ_CP019588.1	1219192	1223057	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053456625.1	NZ_JBSBCD010000013.1	71977	76780	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_053456625.1	NZ_JBSBCD010000003.1	204630	208495	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_037120805.1	NZ_JBBAHC010000001.1	176182	180047	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783685.1	NZ_JBPWNP010000008.1	176896	180761	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036962645.1	NZ_JBALOO010000100.1	14261	19521	1210.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_017813945.1	NZ_JAGJCV010000004.1	216179	220044	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036961885.1	NZ_JBALNQ010000037.1	96964	102236	1210.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_022220565.1	NZ_CP076146.1	1219691	1223556	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_039619525.1	NZ_CP154908.1	3694374	3696703	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914545.1	NZ_JBQACZ010000003.1	390465	394330	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_020685955.1	NZ_JAJESK010000001.1	76668	80533	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031317315.1	NZ_VLYL01000003.1	459982	463847	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002563635.1	NZ_PDIZ01000001.1	465761	469578	1193.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002570945.1	NZ_NVDW01000061.1	3723	8672	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033963835.1	NZ_JAXBME010000016.1	107619	109557	2422.0000	0	0	0	1	1	0	0	0	0	0	0	0	0
