db_id	query	scaff	strand	coords	db	crossref_id	crossref_method	name	taxon_name	taxon_id	evalue	score	seqid	qcov	tcov
WP_461610904.1	WP_020634196.1	NZ_JBTJCJ010000002.1	-	767292..769220	local_clustered	WP_461610904.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_054864155.1	859143	1.036e-20	976	20.6	98.2	70.1
WP_461610905.1	WP_020634197.1	NZ_JBTJCJ010000002.1	-	769220..771121	local_clustered	WP_461610905.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_054864155.1	859143	3.935e-6	326	12.4	94.6	65.2
WP_474908678.1	WP_020634197.1	NZ_JBSWUE010000017.1	+	3728852..3730753	local_clustered	WP_474908678.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_056158885.1	859143	3.935e-6	326	12.4	94.6	65.2
WP_474908679.1	WP_020634196.1	NZ_JBSWUE010000017.1	+	3730753..3732681	local_clustered	WP_474908679.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_056158885.1	859143	1.036e-20	976	20.6	98.2	70.1
WP_342673073.1	WP_020634197.1	NZ_CANMJM010000012.1	+	29452..31329	local_clustered	WP_342673073.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_947498265.1	859143	3.935e-6	326	12.4	94.6	65.2
WP_281202886.1	WP_020634196.1	NZ_CANMJM010000012.1	+	31329..33257	local_clustered	WP_281202886.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_947498265.1	859143	1.036e-20	976	20.6	98.2	70.1
WP_191275905.1	WP_020634196.1	NZ_BNDS01000023.1	-	17811..19751	local_clustered	WP_191275905.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_014656545.1	2759023	5.424e-21	988	19.0	95.6	66.3
WP_191275907.1	WP_020634197.1	NZ_BNDS01000023.1	-	19748..21685	local_clustered	WP_191275907.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_014656545.1	2759023	8.414e-6	313	9.2	94.6	64.7
WP_060671298.1	WP_020634201.1	NZ_LIXZ01000002.1	-	314105..314902	local_clustered	WP_060671298.1	local_clustered	aminoglycoside phosphotransferase family protein	GCF_001305855.1	218284	0.00001939	353	11.1	83.1	98.5
WP_060671304.1	WP_020634196.1	NZ_LIXZ01000002.1	-	318296..320242	local_clustered	WP_060671304.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001305855.1	218284	5.512e-20	945	19.5	98.2	67.4
WP_053362852.1	WP_020634197.1	NZ_LIGG01000001.1	+	3188807..3190684	local_clustered	WP_053362852.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_001273925.1	1684142	0.00001063	309	14.2	76.0	51.7
WP_197280063.1	WP_020634196.1	NZ_LIGG01000001.1	+	3190681..3192621	local_clustered	WP_197280063.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001273925.1	1684142	6.73e-21	984	20.0	95.8	66.3
WP_335704340.1	WP_020634196.1	NZ_JBALOQ010000022.1	-	56971..58914	local_clustered	WP_335704340.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_036962705.1	3122960	3.339e-21	997	18.5	97.1	66.8
WP_335704341.1	WP_020634197.1	NZ_JBALOQ010000022.1	-	58911..60878	local_clustered	WP_335704341.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_036962705.1	3122960	0.0000241	295	10.3	94.6	63.5
WP_323651417.1	WP_020634196.1	NZ_JAIQVH010000026.1	-	26829..28157	local_clustered	WP_323651417.1	local_clustered	YcaO-like family protein	GCF_035064485.1	582475	3.215e-20	955	18.0	88.7	89.60000000000001
WP_323651418.1	WP_020634197.1	NZ_JAIQVH010000026.1	-	28167..29267	local_clustered	WP_323651418.1	local_clustered	ThiF family adenylyltransferase	GCF_035064485.1	582475	3.302e-6	329	11.5	66.7	75.1
WP_427482654.1	WP_020634197.1	NZ_JBNNUW010000003.1	+	207068..208177	local_clustered	WP_427482654.1	local_clustered	hypothetical protein	GCF_050280125.1	3390578	3.302e-6	329	11.5	66.7	75.1
WP_427482656.1	WP_020634196.1	NZ_JBNNUW010000003.1	+	208187..209515	local_clustered	WP_427482656.1	local_clustered	YcaO-like family protein	GCF_050280125.1	3390578	3.215e-20	955	18.0	88.7	89.60000000000001
WP_427444372.1	WP_020634196.1	NZ_JBNNVB010000001.1	-	106364..107692	local_clustered	WP_427444372.1	local_clustered	YcaO-like family protein	GCF_050280325.1	3390576	3.215e-20	955	18.0	88.7	89.60000000000001
WP_427444375.1	WP_020634197.1	NZ_JBNNVB010000001.1	-	107702..108802	local_clustered	WP_427444375.1	local_clustered	ThiF family adenylyltransferase	GCF_050280325.1	3390576	3.302e-6	329	11.5	66.7	75.1
WP_411257161.1	WP_020634196.1	NZ_JAWVNQ010000022.1	-	6139..8085	local_clustered	WP_411257161.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_046591715.1	86668	1.357e-20	971	18.7	98.2	69.6
WP_411257162.1	WP_020634197.1	NZ_JAWVNQ010000022.1	-	8082..10001	local_clustered	WP_411257162.1	local_clustered	putative thiazole-containing bacteriocin maturation protein	GCF_046591715.1	86668	0.00001063	309	11.7	94.39999999999999	64.60000000000001
WP_046559397.1	WP_020634196.1	NZ_CP011346.1	+	600584..602563	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_000987825.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP011346.1	+	604401..605504	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_000987825.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_LMAT01000011.1	-	85260..86363	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_001469685.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_LMAT01000011.1	-	88201..90180	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001469685.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_LN999829.1	+	587663..589642	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001536925.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_060386786.1	WP_020634197.1	NZ_LN999829.1	+	591480..592583	local_clustered	WP_060386786.1	local_clustered	ThiF family adenylyltransferase	GCF_001536925.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_CP018152.1	-	736090..737193	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_001889285.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP018152.1	-	739031..741010	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001889285.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_CP016395.1	+	605351..607330	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_001723585.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP016395.1	+	609168..610271	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_001723585.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP031880.1	+	550411..552390	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_003441635.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP031880.1	+	554228..555331	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_003441635.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP051011.1	+	605251..607230	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_012275165.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP051011.1	+	609068..610171	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_012275165.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP046386.1	+	1576911..1578890	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009734085.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_060386786.1	WP_020634197.1	NZ_CP046386.1	+	1580728..1581831	local_clustered	WP_060386786.1	local_clustered	ThiF family adenylyltransferase	GCF_009734085.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP047157.1	+	599293..601272	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009834085.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP047157.1	+	603110..604213	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_009834085.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_160182440.1	WP_020634196.1	NZ_CP047644.1	+	668140..670119	local_clustered	WP_160182440.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009906915.1	2665175	5.818e-20	944	16.1	96.89999999999999	66.9
WP_160182443.1	WP_020634197.1	NZ_CP047644.1	+	671957..673063	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_009906915.1	2665175	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_CP035533.1	-	248158..249261	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_015291865.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_CP035533.1	-	251099..253078	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_015291865.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_WOVK01000004.1	+	19009..20988	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_011317125.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_WOVK01000004.1	+	22826..23929	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_011317125.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_WOYD01000005.1	+	19009..20988	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_011421515.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_WOYD01000005.1	+	22826..23929	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_011421515.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_CP031694.1	-	329611..330714	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_009914175.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP031694.1	-	332552..334531	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009914175.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_NKBE01000004.1	+	18895..20874	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009935125.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_NKBE01000004.1	+	22712..23815	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_009935125.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_NKBF01000006.1	+	18982..20961	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_009935175.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_NKBF01000006.1	+	22799..23902	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_009935175.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_VFLN01000007.1	+	18971..20950	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_013131655.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_VFLN01000007.1	+	22788..23891	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_013131655.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP047119.1	+	2520451..2522430	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_014706595.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_160182443.1	WP_020634197.1	NZ_CP047119.1	+	2524268..2525374	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_014706595.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP072843.1	+	599657..601636	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_017948225.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP072843.1	+	603474..604577	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_017948225.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP087957.1	+	588022..590001	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_020995365.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP087957.1	+	591839..592942	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_020995365.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP075547.1	+	599486..601465	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_018502525.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP075547.1	+	603303..604406	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_018502525.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_160182443.1	WP_020634197.1	NZ_JAHHQD010000003.1	-	1287505..1288611	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_018729415.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_160182440.1	WP_020634196.1	NZ_JAHHQD010000003.1	-	1290449..1292428	local_clustered	WP_160182440.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_018729415.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_046559397.1	WP_020634196.1	NZ_CP065159.1	+	2502305..2504284	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_017357905.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP065159.1	+	2506122..2507225	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_017357905.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_CP072791.1	+	600752..602731	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_019449395.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP072791.1	+	604569..605672	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_019449395.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_CP067043.1	-	519017..520120	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_019551675.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP067043.1	-	521958..523937	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_019551675.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JAHVIU010000005.1	-	253888..254991	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_019801565.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_JAHVIU010000005.1	-	256829..258808	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_019801565.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_046559397.1	WP_020634196.1	NZ_JAIVMA010000008.1	+	19076..21055	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_020176675.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JAIVMA010000008.1	+	22893..23996	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_020176675.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP092439.1	+	586421..588400	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_022385235.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP092439.1	+	590238..591341	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_022385235.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_160182443.1	WP_020634197.1	NZ_JAPHWC010000012.1	-	19633..20739	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_026241365.1	2994530	2.326e-6	335	10.3	67.2	75.3
WP_160182440.1	WP_020634196.1	NZ_JAPHWC010000012.1	-	22577..24556	local_clustered	WP_160182440.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_026241365.1	2994530	5.818e-20	944	16.1	96.89999999999999	66.9
WP_046559397.1	WP_020634196.1	NZ_JAPIUU010000013.1	+	19048..21027	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_026241745.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JAPIUU010000013.1	+	22865..23968	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_026241745.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP117945.1	+	597979..599958	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_029016665.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP117945.1	+	601796..602899	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_029016665.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP125289.1	+	604256..606235	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030028335.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP125289.1	+	608073..609176	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030028335.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_JAQDIR010000007.1	-	140577..141680	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_027663005.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JAQDIR010000007.1	-	143518..145497	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_027663005.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_CP115604.1	+	599294..601273	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_027857035.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP115604.1	+	603111..604214	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_027857035.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_CP121465.1	+	600701..602680	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_029691445.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP121465.1	+	604518..605621	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_029691445.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_BSTV01000007.1	-	79875..80978	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030269725.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_BSTV01000007.1	-	82816..84795	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030269725.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_CP127243.1	+	543026..545005	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030284565.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP127243.1	+	546843..547946	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030284565.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JAXUFL010000009.1	+	19115..21094	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_034555015.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_160182443.1	WP_020634197.1	NZ_JAXUFL010000009.1	+	22932..24038	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_034555015.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_JAUCFX010000005.1	-	2322886..2323989	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030348305.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JAUCFX010000005.1	-	2325827..2327806	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030348305.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP134775.1	-	1636335..1637438	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_031883715.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_CP134775.1	-	1639276..1641255	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_031883715.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_CP130445.1	+	599587..601566	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030520205.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP130445.1	+	603404..604507	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030520205.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_CP130608.1	+	598378..600357	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_030544925.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP130608.1	+	602195..603298	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_030544925.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JARSND010000018.1	+	18897..20876	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_035811855.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JARSND010000018.1	+	22714..23817	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_035811855.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JARSQB010000012.1	+	18901..20880	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_035813375.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JARSQB010000012.1	+	22718..23821	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_035813375.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_JAVLSS010000002.1	-	1507142..1508245	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_036600835.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_JAVLSS010000002.1	-	1510083..1512062	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_036600835.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP144358.1	-	3452736..3453839	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_036549115.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_046559397.1	WP_020634196.1	NZ_CP144358.1	-	3455677..3457656	local_clustered	WP_046559397.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_036549115.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_VKIC01000007.1	+	19009..20988	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_040337675.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_160182443.1	WP_020634197.1	NZ_VKIC01000007.1	+	22826..23932	local_clustered	WP_160182443.1	local_clustered	ThiF family adenylyltransferase	GCF_040337675.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JBCDMH010000009.1	+	19026..21005	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_039605725.1	3140352	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_JBCDMH010000009.1	+	22843..23946	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_039605725.1	3140352	2.326e-6	335	10.3	67.2	75.3
WP_044053016.1	WP_020634197.1	NZ_JAZBHE010000005.1	-	147546..148649	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_037623985.1	492670	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JAZBHE010000005.1	-	150487..152466	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_037623985.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053019.1	WP_020634196.1	NZ_CP169877.1	+	599487..601466	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_042159825.1	1390	5.818e-20	944	16.1	96.89999999999999	66.9
WP_044053016.1	WP_020634197.1	NZ_CP169877.1	+	603304..604407	local_clustered	WP_044053016.1	local_clustered	ThiF family adenylyltransferase	GCF_042159825.1	1390	2.326e-6	335	10.3	67.2	75.3
WP_044053019.1	WP_020634196.1	NZ_JBFSEW010000007.1	+	18747..20726	local_clustered	WP_044053019.1	local_clustered	TOMM precursor leader peptide-binding protein	GCF_040965335.1	492670	5.818e-20	944	16.1	96.89999999999999	66.9
